Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Yearly_Customer,Monthly_Customer,Daily_Customer,Response
1966,2.0,1,53375.49791152428,0,1,36,743,8,120,11,8,70,7,5,2,7,8,0,0,0,0,0,0,3,11,2012.0,8.37447788106998,18.99582304855985,1
1955,1.8885819283582301,1,75285.06630347462,0,0,16,1214,24,406,25,37,17,1,5,5,5,2,0,1,1,0,0,0,3,11,2012.9442909641791,4.4456722865670795,22.052946391044955,1
1982,0.0,2,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,2012.0,11.0,9.0,1
1972,2.023613057839397,0,48448.198557677824,0,0,5,329,4,54,6,5,43,4,7,1,6,7,0,0,0,0,0,0,3,11,2012.0,9.952773884321205,18.0,1
1954,0.09870026804231102,0,36116.67546381429,0,1,45,149,40,121,64,53,36,5,2,7,3,4,1,0,0,0,0,0,3,11,2013.049350134021,2.1480504020634665,2.838952278359642,1
1966,2.0,2,84021.6417578906,0,0,40,1197,39,276,38,50,49,1,7,7,5,3,0,1,0,0,0,0,3,11,2012.5561498731645,9.775400507342166,10.99465114151987,1
1968,1.0881671931042014,0,81899.37972232635,0,0,30,881,39,210,33,161,36,1,4,4,9,5,0,0,0,0,0,0,3,11,2012.3627223977014,6.186388011492998,13.108274443673391,1
1965,0.0,2,64500.78468898537,0,0,17,1064,91,400,36,29,155,3,9,3,9,6,1,0,0,0,0,0,3,11,2012.3153907487804,8.684609251219602,12.207735241462787,1
1967,1.38560836663423,2,78941.7344103395,0,0,46,489,58,114,172,34,25,1,5,8,10,3,0,0,0,0,0,0,3,11,2012.0,8.692804183317115,18.607937250243275,1
1955,1.47593659197064,2,63225.65792341748,0,1,50,942,46,202,34,26,46,4,8,3,7,6,0,0,0,0,0,0,3,11,2012.0,9.47593659197064,22.28876089635232,1
1953,0.0,0,73876.38591426841,0,0,43,725,98,559,9,52,65,1,4,9,7,1,0,0,0,0,0,0,3,11,2012.8245608344766,10.473682503429632,10.894730013718528,1
1948,0.0,1,70318.86656592785,0,0,7,302,23,734,84,31,181,1,5,5,12,3,0,0,0,0,0,0,3,11,2013.0,1.188244182836646,15.121527146762318,1
1985,0.7798361182369975,0,91288.24652957087,0,0,86,253,59,849,27,47,47,0,4,3,6,3,0,0,0,0,0,0,3,11,2013.0,2.559672236473995,24.798361182369973,1
1954,0.6731523069363299,1,68225.80151083122,0,0,47,868,89,349,27,37,39,1,5,8,9,5,0,0,0,0,0,0,3,11,2012.336576153468,6.317119232659175,8.009728460404496,1
1974,0.32886306940391274,0,75667.14572668613,0,0,32,994,89,799,124,82,77,0,5,8,8,3,0,0,0,0,0,0,3,11,2012.328863069404,7.369095444768698,8.711369305960872,1
1952,2.2289634148818154,2,62923.03917684499,0,1,25,616,9,46,12,0,131,5,5,4,5,6,0,0,0,0,0,0,3,11,2012.0,8.771036585118184,2.2289634148818154,1
1964,2.0,1,65229.59850022118,0,0,3,890,62,291,0,24,12,3,8,3,6,5,0,0,0,0,0,0,3,11,2012.0086162479545,8.956918760228099,3.0,1
1962,2.6876863848791146,3,49064.90668542945,0,0,78,562,39,228,118,82,94,2,8,7,8,6,0,0,0,0,0,0,3,11,2012.312313615121,6.126118309274688,12.690668542944948,1
1953,1.6565499984876662,2,36941.02957492968,0,1,44,117,2,19,4,0,40,3,3,2,2,8,0,0,0,0,0,0,3,11,2012.0,8.828274999243833,7.202075005293168,1
1964,1.354376952831142,1,82660.54542181153,0,0,24,1051,51,107,39,82,59,1,4,4,9,1,0,0,1,0,0,0,3,11,2012.6456230471688,7.77188476415571,11.087539056622841,1
1973,2.0,5,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,3,11,2012.0,10.0,18.0,1
1972,2.0,2,73139.90409206657,0,0,29,1073,26,472,80,26,80,1,5,7,6,2,0,0,0,1,0,0,3,11,2013.4430517836768,7.569482163232685,11.569482163232685,1
1971,0.0,1,75786.15949089378,0,0,43,1245,56,737,108,96,128,0,7,7,9,4,1,0,0,0,0,0,3,11,2012.5884925622154,10.0,19.650403308799042,1
1968,0.1427661865585106,2,43367.95670480185,0,1,75,103,2,54,2,1,29,3,4,0,4,8,0,0,0,0,0,0,3,11,2012.1427661865584,8.857870507531915,11.572338134414894,1
1970,1.8179655177931138,1,95050.485999456,0,1,95,194,28,589,174,1,132,1,7,5,4,6,0,0,1,0,0,0,3,11,2012.0910172411034,8.544913794482785,3.002379304275749,1
1958,1.7144486811827513,0,54971.01540037177,0,1,2,141,19,181,35,27,9,4,3,1,8,4,0,0,0,0,0,0,3,11,2013.0,3.856653956451746,10.142775659408624,1
1967,0.5293073473511901,0,64983.973373574554,0,0,21,697,22,287,51,50,77,1,5,4,6,6,0,0,0,0,0,0,3,11,2012.5293073473513,11.0,13.52930734735119,1
1974,0.2704098538064663,2,92892.2649139169,0,0,39,731,24,926,30,24,75,1,6,6,9,2,0,0,1,1,0,0,3,11,2013.0,7.5943852192903005,16.566311315741803,1
1956,0.3696432411867563,0,50254.74361155218,0,0,8,456,9,52,3,4,34,3,5,2,5,7,0,0,0,0,0,0,3,11,2013.6303567588132,5.554464861780135,26.521427035252977,1
1982,0.7458501584698971,0,87372.45558486888,0,0,74,1124,145,823,110,130,35,1,6,9,10,3,0,0,0,0,0,0,3,11,2012.6270749207652,7.7458501584698976,21.406123811475773,1
1953,2.404690541924584,2,63016.05289989758,0,1,43,507,31,116,30,12,155,2,7,4,4,6,0,0,0,0,0,0,3,11,2012.0,8.297654729037708,10.441368225942703,1
1973,0.07269419078200734,1,83145.4361651447,0,0,18,790,43,739,46,130,120,1,5,8,10,2,0,0,1,0,0,0,3,11,2012.072694190782,8.491140664525949,21.127669710615912,1
1970,1.7003360564791195,2,35900.45463237532,0,1,38,36,6,25,13,10,22,2,1,2,2,4,1,0,0,0,0,0,3,11,2013.8501680282395,4.550504084718679,16.452856480072516,1
1955,0.0,1,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,2012.0,10.0,29.0,1
1982,1.8470771086029942,2,14984.695046558643,1,0,23,8,2,8,5,3,14,2,1,0,2,8,0,0,0,0,0,0,3,11,2012.0,9.384307630465669,14.30984658674032,1
1971,0.0,2,64914.86973909536,0,0,20,1110,18,163,15,12,101,2,10,4,11,6,1,0,0,0,0,0,3,11,2013.2436599377838,4.025360248864735,12.487319875567632,1
1971,0.0021306261303295493,0,38807.24256241067,1,0,21,124,16,51,2,18,30,4,4,1,3,7,1,0,0,0,0,0,3,11,2012.0,8.002130626130329,25.988281556283187,1
1968,2.0,1,53391.48522672093,0,1,34,892,10,99,13,9,33,5,4,2,8,8,0,0,0,0,0,0,3,11,2012.0,8.053417189575127,16.05341718957513,1
1951,1.996311952144622,2,63203.174146795995,0,0,1,934,39,148,7,16,49,6,6,6,8,7,0,0,0,0,0,0,3,11,2012.9963119521447,5.516596215349201,14.948367330024707,1
1950,2.0,0,71643.68998579109,0,0,1,340,88,474,162,55,72,1,6,4,5,3,0,0,0,0,0,0,3,11,2013.4562067332308,7.350346134152574,17.0,1
1970,0.536805263116046,1,56498.749787722045,0,1,33,629,8,75,13,0,70,4,9,4,6,8,0,0,0,0,0,0,3,11,2013.0,6.284259649178605,23.715740350821395,1
1980,0.8449417752464204,2,78727.75200122234,0,0,12,609,46,826,51,73,95,1,4,6,5,2,0,0,0,0,0,0,3,11,2012.1550582247535,7.069650651478523,9.085407573275056,1
1989,0.9791502707244871,0,91155.25766739176,0,0,92,164,28,821,4,27,55,0,4,3,6,2,0,0,0,0,0,0,3,11,2013.0208497292756,3.020849729275513,27.02084972927551,1
1977,1.0,0,75550.4029875604,0,0,21,715,62,704,81,15,53,1,4,6,8,2,0,0,0,0,0,0,3,11,2012.5692072006852,7.430792799314815,13.908234384240739,1
1956,1.9688237027315165,1,66295.65315435977,0,1,79,903,10,218,0,0,23,2,8,3,5,5,0,0,0,0,0,0,3,11,2013.0,4.218234080879384,3.3429392699533182,1
1977,0.0,2,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,3,11,2012.0,8.0,17.0,1
1977,2.010382336140926,0,31632.146342995427,0,0,12,38,1,9,2,1,33,1,2,1,2,7,1,0,0,0,0,0,3,11,2013.010382336141,4.968852991577222,10.051911680704631,1
1958,1.780616020824776,1,75258.80616020825,0,0,20,1125,37,525,39,30,17,1,5,6,5,2,0,0,0,0,0,0,3,11,2012.7806160208247,4.877535916700896,23.877535916700896,1
1977,0.43979210459090057,0,42124.816631632726,0,0,25,64,25,93,21,24,23,3,2,1,5,5,0,0,0,0,0,0,3,11,2013.0,4.900519738522749,24.041871058681895,1
1951,1.310587718261535,2,48880.43759638963,0,0,37,311,24,169,129,37,27,3,6,6,5,7,0,0,0,0,0,0,3,11,2012.6552938591308,5.447061408692324,4.791767549561557,1
1964,0.48811143585297434,2,75587.56792985575,0,0,11,904,119,322,60,81,26,1,9,4,5,3,0,1,1,0,0,0,3,11,2012.2440557179266,10.047554256588104,10.148947204750282,1
1966,0.0,0,37069.99792551418,1,0,29,230,7,136,4,14,38,8,5,1,7,7,0,0,0,0,0,0,3,11,2012.999994156378,3.000046748976234,19.99998246913391,1
1970,1.0,0,75312.52507437037,0,0,22,849,75,870,98,31,93,1,5,7,5,3,0,0,0,0,0,0,3,11,2012.65452206777,4.0728675933808285,10.636948305753453,1
1986,0.572024110816677,0,91126.20657985739,0,0,67,444,64,514,76,74,80,0,5,5,7,3,0,0,1,1,0,0,3,11,2013.0,2.572024110816677,24.860120554083384,1
1985,0.9441299197312107,0,21926.941445947345,0,0,15,83,9,44,2,2,62,3,4,1,2,9,0,0,0,0,0,0,3,11,2012.0558700802687,11.497169277580896,28.385429117043316,1
1959,0.5332846344274678,0,60679.60314107943,0,0,45,229,130,246,88,78,124,4,7,4,9,5,0,0,0,0,0,0,3,11,2013.0,2.3332115860686695,18.86649622049614,1
1958,0.5999653105276392,1,42579.40038158419,0,1,13,232,15,94,11,5,59,5,4,3,5,7,0,0,0,0,0,0,3,11,2012.2999826552639,7.300156102625623,20.90046830787687,1
1949,0.0,3,72634.86650731882,0,0,59,532,79,552,123,93,52,1,3,9,6,2,0,0,0,1,0,0,3,11,2013.0140961744908,2.056384697963155,26.943615302036847,1
1982,2.0,0,38024.57507926357,0,0,52,192,14,61,25,14,10,2,4,2,5,6,0,0,0,0,0,0,3,11,2012.8012992115102,7.397401576979512,26.82078738416391,1
1976,1.8568609961886424,0,31579.98081027465,0,0,14,39,1,11,2,1,35,1,2,0,2,7,0,0,0,0,0,0,3,11,2012.9284304980943,5.429417011434072,9.928430498094322,1
1961,0.040656463051443104,0,82010.54420064062,0,0,48,1000,37,265,35,156,37,1,3,5,11,6,0,0,0,0,0,0,3,11,2012.0,8.040656463051443,20.36590816746299,1
1975,2.098804962614848,2,25834.635084840847,1,0,11,12,1,27,9,7,43,2,1,2,2,6,0,0,0,0,0,0,3,11,2012.699601654205,4.102788420565354,12.197609925229695,1
1971,1.0,2,35302.65257475773,1,0,10,33,1,27,3,3,20,1,1,1,2,7,0,0,0,0,0,0,3,11,2013.0,2.6153681394090915,11.076912092939395,1
1966,0.0,0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,2013.0,3.0,20.0,1
1977,0.7759119227845725,0,76052.73014933727,0,0,30,957,84,788,92,91,37,0,5,6,8,3,0,0,0,0,0,0,3,11,2012.3879559613922,8.060220193038568,9.284308270253996,1
1958,0.33820587543702907,0,82349.58670552273,0,0,77,882,56,786,94,92,76,1,4,5,12,1,0,0,1,0,0,0,3,11,2012.0,9.676411750874058,17.67641175087406,1
1971,0.0,1,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,2013.0,1.0,1.0,1
1955,1.8772172758089598,0,49711.26317207087,0,0,33,1126,24,114,15,12,38,2,5,9,5,7,0,0,0,0,0,0,3,11,2012.122782724191,7.815825913713439,20.49113089676416,1
1974,0.8920706870323127,2,92248.4800158704,0,0,26,803,165,810,97,147,26,0,5,10,5,2,0,0,1,1,0,0,3,11,2012.1079293129676,11.568282748129251,12.75550519077381,1
1960,0.21839514786499903,0,82333.09197573933,0,0,85,810,58,959,61,82,22,1,5,3,11,2,0,0,0,0,0,0,3,11,2012.0,9.145596765243333,16.199217791161672,1
1984,1.8597017966659615,1,81569.90650182548,0,0,7,501,36,232,28,123,56,1,6,5,8,3,0,0,0,0,0,0,3,11,2013.3800994011112,2.6199005988886537,10.122385626672308,1
1976,0.0,1,65092.20940578495,0,0,27,972,11,136,22,20,60,1,9,3,11,5,0,0,0,0,0,0,3,11,2013.520058786156,3.3997060692201266,13.760029393077987,1
1975,1.872511247023607,1,79201.60131501939,0,0,4,1034,43,545,191,86,134,1,4,6,6,1,0,0,0,0,0,0,3,11,2013.0,1.1912331294645897,11.637443764881965,1
1979,0.0,2,25623.62655562132,1,0,52,18,1,38,10,9,53,2,1,1,2,6,0,0,0,0,0,0,3,11,2012.4467417933029,7.213032826788254,13.807643312938175,1
1986,0.9827028682990633,0,21898.89719297159,1,0,15,86,9,45,2,2,63,3,4,1,2,9,0,0,0,0,0,0,3,11,2012.0,11.965405736598127,28.878920078093444,1
1977,0.18242488686979952,1,42012.723025791915,0,0,52,233,21,122,11,19,48,5,6,1,6,7,0,0,0,0,0,0,3,11,2012.0912124434349,7.361512895955702,16.361512895955702,1
1976,0.0,1,97119.62779295418,0,0,75,877,47,722,39,193,26,1,6,7,9,2,0,1,1,1,0,0,3,11,2013.0,7.832443058490938,5.9581107646227345,1
1959,1.0427911105429093,2,87233.23567405324,0,0,29,261,58,624,54,64,52,1,3,8,6,1,0,0,0,0,0,0,3,11,2013.3048059263047,6.390388147390546,13.213955552714546,1
1980,1.331589662716653,0,89608.70502742023,0,0,37,660,43,707,153,124,23,1,7,5,11,2,0,0,0,0,0,0,3,11,2012.8342051686416,3.1605638195082855,23.342051686416735,1
1966,0.7935447675493494,0,94695.46632126311,0,0,37,1180,22,654,138,35,111,0,4,6,4,1,0,0,1,1,0,0,3,11,2013.0,5.777406686422723,5.983861918873373,1
1983,1.8616657192038253,2,90538.8439852673,0,0,89,938,21,669,39,44,46,1,6,2,8,2,0,0,0,0,0,0,3,11,2013.0,4.584997157611475,22.415002842388525,1
1980,0.830469336207813,2,78927.67608298201,0,0,16,630,64,867,46,68,105,1,3,6,5,1,0,0,0,0,0,0,3,11,2012.169530663792,7.321877344831252,10.20389862929843,1
1966,0.0,2,80925.47528150801,0,0,19,763,176,607,62,29,70,1,7,5,10,7,0,0,1,1,0,0,3,11,2013.0,2.8420545553013516,26.17554846351374,1
1967,2.0,2,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,2013.0,2.0,22.0,1
1973,0.0,0,78620.52686472064,0,0,12,850,145,504,110,48,190,1,6,4,6,2,0,0,1,0,0,0,3,11,2012.353580506805,9.060741520415235,13.95012709527109,1
1960,0.36605258084343983,2,90427.2023603541,0,0,19,418,44,924,187,25,23,1,4,5,6,1,0,0,0,0,0,0,3,11,2013.8169737095782,4.18302629042172,26.90184225746968,1
1971,1.6393145988271136,1,38038.749307710576,1,0,62,94,3,47,1,1,88,4,3,2,2,7,1,0,0,0,0,0,3,11,2012.0,9.819657299413556,12.835887592962681,1
1968,1.246706924214619,2,60589.51975845471,0,1,11,363,26,289,46,32,37,7,5,3,8,5,0,0,0,0,0,0,3,11,2013.3766465378926,4.116767310536547,15.337129628468118,1
1952,2.324457872482091,2,62929.10307490261,0,1,26,578,9,46,13,0,138,5,5,4,5,6,0,0,0,0,0,0,3,11,2012.0,8.67554212751791,2.324457872482091,1
1979,0.0,1,21762.59196873468,1,0,69,13,0,21,3,4,20,2,2,0,2,8,0,0,0,0,0,0,3,11,2012.0,9.134698704163434,5.5592753791052445,1
1985,1.685363160498584,0,83207.92022465862,0,0,37,641,30,651,38,120,87,1,5,9,11,4,0,0,1,0,0,0,3,11,2012.0,9.0,19.75284911933522,1
1958,0.1810179438289834,1,48196.344430651894,0,0,75,980,47,207,144,57,30,3,2,7,12,7,0,0,0,0,0,0,3,11,2012.9094910280855,4.633562803401442,6.271526915743475,1
1967,1.4312304427658804,0,32225.84384778617,0,0,26,76,19,25,19,6,51,1,4,1,2,8,1,0,0,0,0,0,3,11,2012.9541536285105,5.13753911446824,17.091692742978825,1
1977,1.8714439833437198,0,31665.01675105518,1,0,12,45,1,10,3,1,36,1,2,1,2,7,1,0,0,0,0,0,3,11,2012.935721991672,5.19283402498442,10.578502074953262,1
1969,0.34664868078832456,0,91289.28169647005,0,0,37,979,82,329,149,99,91,0,7,8,9,3,0,0,1,0,0,0,3,11,2013.0,4.7731894463065965,20.26675659605838,1
1966,0.38135838082539486,0,37080.67803466311,1,0,25,195,6,112,4,12,32,7,4,1,6,6,0,0,0,0,0,0,3,11,2013.1906791904128,3.0,21.906791904126976,1
1965,2.4366219514477185,2,87528.0977072267,0,0,20,293,17,495,45,134,78,1,5,3,8,3,0,0,1,0,0,0,3,11,2012.0,8.71831097572386,21.591554878619295,1
1973,0.8378204274516116,1,35568.83009021597,1,0,20,64,4,79,13,13,53,2,3,1,4,7,0,0,0,0,0,0,3,11,2012.8378204274516,7.648718290193553,13.83782042745161,1
1971,0.2880269297595177,0,22609.194262099798,0,0,25,6,10,21,19,7,41,1,1,1,2,9,0,0,0,0,0,0,3,11,2013.0,3.5760538595190354,19.15210771903807,1
1958,1.8723891422670735,2,82053.05006730955,0,0,57,204,29,452,38,24,36,1,4,4,7,1,0,0,0,1,0,0,3,11,2012.1276108577329,10.680972855667683,7.0,1
1977,0.2706692810129615,0,42172.72145620761,1,0,38,66,9,52,3,15,27,4,2,1,4,6,0,0,0,0,0,0,3,11,2013.0,5.458661437974077,20.69192941265004,1
1986,1.0,0,89998.60689874712,0,0,30,982,37,471,69,53,15,1,4,4,8,1,0,0,0,0,0,0,3,11,2013.6063500772539,3.2127001545075173,27.425400309015036,1
1980,0.1969515651464031,0,72113.85923033058,0,0,56,994,27,604,117,48,27,1,4,6,6,2,0,0,0,1,0,0,3,11,2013.8030484348535,5.4091453045607905,20.636581218243162,1
1969,2.0,3,71332.45049385082,0,0,27,1381,45,185,7,47,118,1,5,4,5,6,0,0,0,0,0,0,3,11,2012.6713247262423,7.986025821273159,10.972051642546319,1
1967,0.0,1,57118.523309917604,0,0,33,201,55,310,13,4,133,4,5,4,7,7,0,0,0,0,0,0,3,11,2012.3973555144003,6.8079334567994,21.6158669135988,1
1981,0.7095801680335189,0,31375.706565377073,1,0,46,5,1,11,0,1,8,1,1,0,2,8,0,0,0,0,0,0,3,11,2012.2904198319666,12.0,11.970075967195548,1
1969,0.9494944256617185,0,39847.99989628102,1,0,65,21,19,27,2,7,26,1,2,0,3,6,0,0,0,0,0,0,3,11,2012.9494944256617,1.3535390203679705,23.191910810587494,1
1952,0.8935899606876841,2,81732.79608285513,0,0,11,188,35,529,104,117,52,1,3,7,12,1,0,0,0,0,0,0,3,11,2013.0,10.361539764126105,8.341020864870949,1
1970,0.0,2,80104.54560665679,0,0,42,1204,16,294,97,0,92,1,5,3,5,5,0,0,1,1,0,0,3,11,2012.9118131935832,5.352747225667201,20.2645604192504,1
1984,2.181681711654099,1,82331.72822801842,0,0,54,1243,25,430,66,87,47,1,4,4,9,2,0,0,1,0,0,0,3,11,2013.1816817116542,3.0,26.366365766918022,1
1980,0.0,1,87703.97616780025,0,0,61,1322,135,671,84,123,33,1,6,10,8,4,0,0,1,1,0,0,3,11,2013.0,6.457039830429214,25.642599576073035,1
1986,0.0,1,21411.391306497302,1,0,2,5,14,18,5,2,32,2,2,1,2,6,1,0,0,0,0,0,3,11,2013.4738765251875,6.104493899250336,14.31348169775101,1
1984,0.0,3,81848.76599898786,0,0,60,239,78,557,42,68,92,1,3,4,7,1,0,0,0,0,0,0,3,11,2013.2654126521268,4.203762043619832,27.203762043619832,1
1969,1.0520536177528583,2,79005.10981262695,0,0,53,492,49,115,173,32,30,1,5,7,8,3,0,0,0,0,0,0,3,11,2012.0,8.526026808876429,21.109597866853562,1
1959,0.0,2,80339.6137050939,0,0,33,896,50,384,166,18,55,1,5,6,5,3,0,0,0,1,0,0,3,11,2013.4518982529537,3.192406988185554,20.903796505907223,1
1979,2.0,0,87095.53618500281,0,0,79,906,108,755,72,81,50,1,8,3,7,2,0,0,0,0,0,0,3,11,2012.7206531268967,6.838040619309819,5.514121857929457,1
1967,1.0,1,43794.93154699555,0,1,10,313,10,53,3,2,106,3,6,2,4,7,0,0,0,0,0,0,3,11,2013.0,9.97117768233506,15.953163733794474,1
1968,0.8608088916303182,1,43726.100401357005,0,1,21,282,9,52,3,2,96,3,6,2,4,7,0,0,0,0,0,0,3,11,2012.8608088916303,10.0,15.582426674890954,1
1969,0.0,1,81188.72907624031,0,0,41,727,80,913,93,53,124,1,5,5,7,2,0,0,1,0,0,0,3,11,2013.9356880483806,1.0643119516193167,13.964679274289752,1
1957,0.21443668553367146,0,64888.778005166496,0,0,37,677,49,343,83,77,97,1,8,3,6,5,0,0,0,0,0,0,3,11,2012.0,10.785563314466328,11.927816572331643,1
1982,1.9329424722767825,0,82709.5969228246,0,0,29,730,50,420,72,43,48,1,7,4,7,3,0,0,0,0,0,0,3,11,2012.9329424722769,9.134115055446435,10.603517749508958,1
1955,0.0,1,73829.87397100087,0,0,54,793,86,434,36,35,134,1,7,6,6,4,0,0,0,0,0,0,3,11,2012.3019547303468,8.90586419104034,4.623456764161363,1
1963,0.3203689486220467,3,85632.17402004763,0,0,71,463,50,840,68,89,40,1,3,6,4,1,0,0,0,0,0,0,3,11,2013.839815525689,1.6407378972440934,6.359262102755906,1
1970,1.0,0,75299.41769440309,0,0,24,822,83,882,98,28,77,1,5,7,5,3,0,0,0,0,0,0,3,11,2012.515081855352,4.909508867887517,14.12295361619799,1
1978,1.5084721968319528,0,94976.07533725654,0,0,15,1242,21,532,119,26,57,0,4,4,4,1,0,0,1,1,0,0,3,11,2013.0,8.279652688911835,7.771180492079882,1
1951,2.0,3,68117.82592473614,0,0,76,683,41,223,2,20,40,1,10,7,4,6,0,0,0,0,0,0,3,11,2012.9082305848726,3.734155321018121,10.0,1
1957,0.04882779158732442,0,64861.451086854766,0,0,40,656,45,344,90,80,105,1,8,3,6,5,0,0,0,0,0,0,3,11,2012.0488277915874,11.0,13.048827791587325,1
1973,1.3537762631471164,1,56445.10202538667,0,1,30,536,11,98,18,2,107,4,9,4,5,8,0,0,0,0,0,0,3,11,2013.0,5.194964982470511,24.805035017529487,1
1973,1.8439404237787074,0,86921.14048582695,0,0,93,927,107,836,130,105,39,1,5,6,10,2,0,0,0,0,0,0,3,11,2012.0780297881106,8.843940423778708,13.170446821659695,1
1970,0.0,2,79266.90656555738,0,0,57,519,27,223,150,41,57,1,5,5,4,3,0,0,0,0,0,0,3,11,2012.0,8.0,27.273522076089073,1
1963,0.0,3,85743.26173408597,0,0,59,423,43,917,55,93,44,0,3,5,4,1,0,0,0,0,0,0,3,11,2013.8476369170755,2.5236308292456857,9.13308316094396,1
1954,2.1839201317750585,2,64069.27097515831,0,0,30,274,67,817,5,24,89,1,6,5,9,3,0,0,0,0,0,0,3,11,2013.0,9.007707149841881,17.551760395325175,1
1967,1.8749930645943098,2,42565.37507628946,0,1,26,315,45,177,36,16,185,5,5,7,4,7,0,0,0,0,0,0,3,11,2012.9374965322972,1.5625312093256056,3.687593627976817,1
1959,0.8928927906504845,2,77462.37632136996,0,0,28,889,55,384,6,85,55,1,8,6,6,4,0,0,1,0,0,0,3,11,2013.1071072093496,7.3573567439029075,26.6076062784563,1
1979,0.562585749747913,0,75797.9958840121,0,0,24,851,60,643,98,53,67,0,3,6,10,2,0,0,0,0,0,0,3,11,2012.562585749748,8.312242750756262,7.499314002016696,1
1982,1.1665844934247398,0,42005.833908546025,0,0,36,174,54,200,51,40,41,3,5,1,8,6,0,0,0,0,0,0,3,11,2012.5832922467123,3.9169542730134106,12.91695427301341,1
1971,1.0,2,35285.251491944706,1,0,10,32,1,25,3,3,20,1,1,1,2,7,0,0,0,0,0,0,3,11,2013.0,2.3898681461516533,10.926578764101102,1
1984,0.9808994161699067,0,73125.17371776249,0,0,65,1058,77,540,0,16,74,1,6,7,6,3,0,0,1,1,0,0,3,11,2013.490449708085,6.076402335320373,17.719656714046074,1
1977,0.8106231274604261,2,92766.93543442918,0,0,49,808,30,929,30,24,58,1,6,6,10,2,0,0,1,1,0,0,3,11,2013.0,6.78406530880936,11.704391852856165,1
1956,0.0,0,94477.86982180225,0,0,59,1083,24,798,167,43,159,0,5,7,5,2,0,0,1,0,0,0,3,11,2012.9180176228801,3.737841394078783,3.9180176228801353,1
1959,0.0,3,79882.66560717102,0,0,58,1099,19,466,49,0,188,1,5,9,5,3,0,0,1,1,0,0,3,11,2012.2475018178773,8.009992728490815,22.25749454636811,1
1955,2.0,0,55367.13541152829,0,1,8,338,6,77,11,8,5,7,5,2,6,6,0,0,0,0,0,0,3,11,2013.0,7.940626922940763,18.469646153612736,1
1974,0.22395056306534888,0,75717.50372972863,0,0,34,1006,94,793,128,89,69,0,5,8,8,3,0,0,0,0,0,0,3,11,2012.2239505630653,8.208395495477209,9.76049436934651,1
1972,2.0,0,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,1
1952,1.0,1,43777.07850334453,0,1,9,184,2,69,3,2,24,5,5,2,4,7,0,0,0,0,0,0,3,11,2013.0,2.4541066713800763,3.737923340992624,1
1981,1.6151785470735418,0,87537.80270071015,0,0,54,622,68,630,30,94,62,1,8,3,6,5,0,0,0,0,0,0,3,11,2012.6151785470736,6.769642905852916,8.772321793896872,1
1982,0.47844272313309544,0,72767.1222666302,0,0,56,1119,130,726,6,19,29,1,7,4,8,4,0,0,0,0,0,0,3,11,2012.7607786384335,9.521557276866904,25.172458214935236,1
1972,2.0,0,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,1
1967,0.46939141042474986,0,37083.142959491895,1,0,25,187,6,106,4,12,31,7,4,1,6,6,0,0,0,0,0,0,3,11,2013.2346957052123,3.0,22.34695705212375,1
1988,1.3118875940134256,0,90653.28249210666,0,0,50,1101,87,839,71,109,81,1,3,3,9,1,0,0,1,0,0,0,3,11,2013.6881124059867,2.9356627820402768,15.80698834612083,1
1970,2.0,0,48304.72220937483,0,0,49,366,61,181,43,33,41,3,6,2,10,6,0,0,0,0,0,0,3,11,2012.0,10.662905159506105,12.033853564445053,1
1963,1.9961756369383805,1,81299.81834275457,0,0,17,1003,12,146,32,12,36,2,9,3,5,4,0,0,0,0,0,0,3,11,2012.0038243630615,9.982790366222712,29.967492913976233,1
1962,0.0,1,64336.77391439224,0,0,2,478,150,718,18,9,34,1,4,5,4,3,0,0,0,0,0,0,3,11,2013.169478839718,1.169478839717958,10.322084641128168,1
1976,0.5668092716824447,2,83925.35757618601,0,0,58,1061,120,422,133,120,19,0,4,6,6,1,0,0,1,0,0,0,3,11,2013.0,9.433190728317555,7.716595364158778,1
1958,0.46181220732843575,4,85311.97125771194,0,0,70,301,46,775,61,90,58,1,3,7,4,1,0,0,0,0,0,0,3,11,2013.5381877926716,3.309061036642179,5.1527511706862565,1
